project,actual,predicted
Justintime50/homebrew-releaser,"Dependency management,Publishing",Publishing
larsoner/circleci-artifacts-redirector-action,"Continuous integration,Deployment",Continuous integration
Andrew-Chen-Wang/github-wiki-action,"Publishing,Project management",Deployment
art049/mongodb-cluster-action,"Testing,Continuous integration",Continuous integration
MishaKav/pytest-coverage-comment,"Testing,Reporting",Code quality
andrewmcodes/standardrb-action,"Code review,Code quality",Code quality
tj-actions/branch-names,"Continuous integration,Container CI",Utilities
actions/labeler,"Open Source management,Utilities",Project management
syphar/restore-pip-download-cache,"Dependency management,Continuous integration",Dependency management
jandelgado/gcov2lcov-action,"Testing,Code quality",Code quality
jfrog/setup-jfrog-cli,"Dependency management,Continuous integration",Continuous integration
MobSF/mobsfscan,"Code review,Code Scanning Ready",Dependency management
jakejarvis/wait-action,"Continuous integration,Utilities",Continuous integration
NuGet/setup-nuget,"Dependency management,Utilities",Utilities
aws-actions/amazon-ecs-deploy-task-definition,"Continuous integration,Deployment",Deployment
toshimaru/auto-author-assign,"Project management,Open Source management",Project management
johanholmerin/mutation-report-action,"Testing,Continuous integration",Code quality
vmactions/freebsd-vm,"Testing,Continuous integration",Continuous integration
mikefarah/yq,"Deployment,Utilities",Container CI
frabert/replace-string-action,Utilities,Deployment
whelk-io/maven-settings-xml-action,"Dependency management,Open Source management",Continuous integration
Bullrich/generate-release-changelog,"Publishing,Utilities",Publishing
shogo82148/actions-setup-perl,"Continuous integration,Utilities",Continuous integration
wemake-services/wemake-python-styleguide,"Code review,Code quality",Code quality
mstksg/setup-stack,"Dependency management,Deployment",Testing
actions-cool/pr-welcome,"Open Source management,Utilities",Utilities
varunsridharan/action-apigen,"Code search,Utilities",Dependency management
yinlinchen/amplify-preview-actions,"Code review,Continuous integration",Deployment
pipeline-components/php-codesniffer,"Code review,Code quality",Code quality
juankaram/sentry-release,"Code quality,Deployment",Deployment
Xotabu4/send-to-allure-server-action,"Testing,Reporting",Reporting
urlstechie/urlchecker-action,"Monitoring,Continuous integration",Project management
shufo/auto-assign-reviewer-by-files,"Code review,Continuous integration",Utilities
ishworkh/docker-image-artifact-upload,"Continuous integration,Utilities",Continuous integration
joschi/setup-jdk,"Continuous integration,Utilities",Continuous integration
icepuma/rust-action,"Continuous integration,Container CI",Continuous integration
cypress-io/github-action,"Testing,Continuous integration",Testing
pascalgn/npm-publish-action,"Publishing,Continuous integration",Publishing
RafikFarhad/clang-format-github-action,"Code review,Code quality",Code quality
osism/ansible-lint-action,"Code quality,Continuous integration",Code quality
