project,actual,predicted
Yikun/hub-mirror-action,"Open Source management,Utilities","Utilities,Deployment"
azure/webapps-deploy,"Continuous integration,Deployment","Continuous integration,Deployment"
jfrog/setup-jfrog-cli,"Dependency management,Continuous integration","Continuous integration,Deployment"
andrewiggins/download-base-artifact,"Continuous integration,Utilities","Continuous integration,Deployment"
actions/labeler,"Open Source management,Utilities","Utilities,Open Source management"
Qard/heaviest-objects-in-the-universe,"Dependency management,Code quality","Code review,Security"
cycjimmy/semantic-release-action,"Publishing,Utilities","Continuous integration,Utilities"
bloodf/github-deploy-action,"Dependency management,Deployment","Deployment,Continuous integration"
saadmk11/changelog-ci,"Project management,Continuous integration","Utilities,Continuous integration"
burrunan/gradle-cache-action,"Continuous integration,Utilities","Utilities,Continuous integration"
leafo/gh-actions-luarocks,"Continuous integration,Utilities","Continuous integration,Dependency management"
jetli/wasm-pack-action,"Continuous integration,Deployment","Continuous integration,Deployment"
Xotabu4/send-to-allure-server-action,"Testing,Reporting","Code review,Code quality"
EndBug/version-check,"Publishing,Deployment","Utilities,Continuous integration"
fossa-contrib/fossa-action,"Security,Continuous integration","Continuous integration,Utilities"
reviewdog/action-golangci-lint,"Code review,Code quality","Continuous integration,Code quality"
saulmaldonado/skip-workflow,"Continuous integration,Container CI","Continuous integration,Utilities"
toshimaru/auto-author-assign,"Project management,Open Source management","Project management,Utilities"
fabiocaccamo/create-matrix-action,"Testing,Continuous integration","Backup Utilities,Chat"
SwiftDocOrg/swift-doc,"Code quality,Publishing","Continuous integration,Code quality"
terraform-linters/setup-tflint,"Code quality,Utilities","Deployment,Utilities"
reitermarkus/automerge,"Code review,Project management","Utilities,Project management"
uraimo/run-on-arch-action,"Continuous integration,Container CI","Continuous integration,Utilities"
actions/go-dependency-submission,"Dependency management,Security","Continuous integration,Utilities"
kentaro-m/auto-assign-action,"Code review,Open Source management","Continuous integration,Utilities"
OskarStark/phpstan-ga,"Code quality,Continuous integration","Continuous integration,Deployment"
NasAmin/trx-parser,"Testing,Continuous integration","Open Source management,Code quality"
deliverybot/status,Deployment,"Deployment,Publishing"
snok/install-poetry,"Dependency management,Publishing","Continuous integration,Utilities"
QXIP/please-star-light,"Open Source management,Utilities","Utilities,Testing"
stefanbuck/github-issue-parser,"Open Source management,Utilities","Utilities,Monitoring"
shogo82148/actions-goveralls,"Testing,Code quality","Utilities,Continuous integration"
axel-op/googlejavaformat-action,"Code quality,Continuous integration","Open Source management,Publishing"
hadolint/hadolint-action,"Code quality,Container CI","Deployment,Utilities"
joerick/pr-labels-action,"Continuous integration,Utilities","Utilities,Continuous integration"
arma-actions/bom-check,"Code quality,Utilities","Continuous integration,Code quality"
shivammathur/setup-php,"Continuous integration,Utilities","Utilities,Dependency management"
ZanderZhao/gitbook-action,"Deployment,Container CI","Publishing,Testing"
10up/action-wordpress-plugin-deploy,"Publishing,Deployment","Continuous integration,Deployment"
shalzz/zola-deploy-action,"Publishing,Deployment","Publishing,Open Source management"
sudo-bot/action-shellcheck,"Code review,Code quality","Continuous integration,Publishing"
n1hility/cancel-previous-runs,Continuous integration,"Utilities,Publishing"
mvasigh/dispatch-action,"Continuous integration,Utilities","Continuous integration,Deployment"
yi-Xu-0100/traffic-to-badge,"Monitoring,API management","Utilities,Container CI"
mirromutth/mysql-action,"Continuous integration,Container CI","Continuous integration,Container CI"
dineshsonachalam/markdown-autodocs,"Continuous integration,Deployment","Continuous integration,Utilities"
loopwerk/tag-changelog,"Publishing,Deployment","Utilities,Project management"
ridedott/merge-me-action,"Dependency management,Security","Continuous integration,Utilities"
fjogeleit/yaml-update-action,"Continuous integration,Utilities","Utilities,Publishing"
c-hive/gha-remove-artifacts,Utilities,"Utilities,Continuous integration"
sbeyer/include-guards-check-action,"Code review,Code quality","Continuous integration,Deployment"
reviewdog/action-eslint,"Code review,Code quality","Continuous integration,Open Source management"
patrickjahns/version-drafter-action,"Open Source management,Utilities","Deployment,Continuous integration"
ArtemSBulgakov/buildozer-action,"Publishing,Deployment","Continuous integration,Utilities"
xmake-io/github-action-setup-xmake,"IDEs,Utilities","Publishing,Deployment"
xresloader/upload-to-github-release,"Continuous integration,Deployment","Utilities,Continuous integration"
clowdhaus/terraform-min-max,"Open Source management,Continuous integration","Continuous integration,Dependency management"
tj-actions/verify-changed-files,"Code search,Continuous integration","Continuous integration,Publishing"
repo-sync/pull-request,"Project management,Open Source management","Continuous integration,Deployment"
ros-tooling/setup-ros,"Continuous integration,Utilities","Continuous integration,Utilities"
dawidd6/action-send-mail,"Reporting,Monitoring","Utilities,Deployment"
gautamkrishnar/blog-post-workflow,"Publishing,Utilities","Utilities,Publishing"
imjohnbo/gh-polls-bot-action,"Open Source management,Utilities","Continuous integration,Deployment"
jarylc/github-app-token,"Security,Deployment","Continuous integration,Utilities"
goto-bus-stop/standard-action,Code quality,"Code quality,Continuous integration"
streetsidesoftware/cspell-action,"Code quality,Utilities","Utilities,Continuous integration"
cypress-io/github-action,"Testing,Continuous integration","Continuous integration,Utilities"
Resnovas/label-mastermind,"Project management,Utilities","Code review,Continuous integration"
technote-space/get-diff-action,Utilities,"Code quality,Utilities"
geritol/match-tag-to-package-version,"Publishing,Utilities","Utilities,Code review"
leonsteinhaeuser/project-beta-automations,"Project management,API management","Utilities,Continuous integration"
