project,actual,predicted
anothrNick/github-tag-action,"Open Source management,Continuous integration","Continuous integration,Code review"
mikepenz/gradle-dependency-submission,"Dependency management,Security","Continuous integration,Testing"
domjtalbot/skip-commit,"Continuous integration,Utilities","Continuous integration,Utilities"
emibcn/badge-action,"Monitoring,Utilities","Utilities,Open Source management"
jiro4989/build-deb-action,"Testing,Continuous integration","Continuous integration,Utilities"
filipstefansson/uuid-action,"Deployment,Utilities","Deployment,Continuous integration"
arma-actions/workshop-upload,"Publishing,Utilities","Deployment,Publishing"
preactjs/compressed-size-action,"Reporting,Code quality","Utilities,Continuous integration"
aws-actions/configure-aws-credentials,"Continuous integration,Deployment","Dependency management,Continuous integration"
lukka/run-vcpkg,"Dependency management,Continuous integration","Dependency management,Continuous integration"
peaceiris/actions-hugo,"Publishing,Deployment","Utilities,Continuous integration"
shivammathur/setup-php,"Continuous integration,Utilities","Utilities,Testing"
peter-evans/slash-command-dispatch,"Open Source management,Utilities","Utilities,Continuous integration"
gradle/gradle-build-action,"Continuous integration,Utilities","Continuous integration,Utilities"
google-github-actions/get-gke-credentials,"Security,Deployment","Continuous integration,Utilities"
ammaraskar/sphinx-action,"Code quality,Continuous integration","Deployment,Project management"
goreleaser/goreleaser-action,"Continuous integration,Utilities","Continuous integration,Utilities"
art049/mongodb-cluster-action,"Testing,Continuous integration","Continuous integration,Container CI"
shogo82148/actions-upload-release-asset,Publishing,"Continuous integration,Publishing"
fastify/github-action-merge-dependabot,"Dependency management,Open Source management","Continuous integration,Utilities"
fjeremic/cron-labeler,"Open Source management,Utilities","Open Source management,Utilities"
SwiftDocOrg/swift-doc,"Code quality,Publishing","Continuous integration,Code quality"
crondaemon/close-pr,"Code review,Utilities","Utilities,Project management"
Renato66/auto-label,"Community,Utilities","Utilities,Continuous integration"
aws-actions/aws-cloudformation-github-deploy,"Publishing,Deployment","Continuous integration,Code quality"
jetli/trunk-action,"Continuous integration,Deployment","Continuous integration,Deployment"
Xotabu4/send-to-allure-server-action,"Testing,Reporting","Code review,Code quality"
sudo-bot/action-shellcheck,"Code review,Code quality","Continuous integration,Utilities"
little-core-labs/install-terraform,"Dependency management,Deployment","Continuous integration,Deployment"
DeLaGuardo/setup-clojure,"Continuous integration,Utilities","Utilities,Continuous integration"
JoshuaTheMiller/conditional-build-matrix,"Continuous integration,Container CI","Continuous integration,Utilities"
ory/closed-reference-notifier,"Code review,Code search","Continuous integration,Utilities"
calibreapp/image-actions,Utilities,"Utilities,Continuous integration"
toshimaru/auto-author-assign,"Project management,Open Source management","Continuous integration,Project management"
octokit/request-action,Utilities,"Continuous integration,Utilities"
ldeluigi/markdown-docs,"Continuous integration,Utilities","Dependency management,Continuous integration"
lukka/get-cmake,"Continuous integration,Utilities","Utilities,Continuous integration"
jpetrucciani/bandit-check,"Security,Continuous integration","Code quality,Continuous integration"
nick-fields/private-action-loader,"Continuous integration,Utilities","Continuous integration,Deployment"
satackey/action-docker-layer-caching,"Container CI,Utilities","Utilities,Continuous integration"
reitermarkus/automerge,"Code review,Project management","Utilities,Project management"
jarylc/github-app-token,"Security,Deployment","Continuous integration,Utilities"
benc-uk/workflow-dispatch,"Continuous integration,Deployment","Container CI,Continuous integration"
mislav/bump-homebrew-formula-action,"Publishing,Open Source management","Publishing,Deployment"
xmake-io/github-action-setup-xmake,"IDEs,Utilities","Publishing,Deployment"
robvanderleek/create-issue-branch,"Project management,Utilities","Continuous integration,Deployment"
codelytv/pr-size-labeler,"Code review,Utilities","Continuous integration,Code quality"
golangci/golangci-lint-action,"Code quality,Continuous integration","Code quality,Continuous integration"
pypa/gh-action-pypi-publish,"Publishing,Deployment","Continuous integration,Utilities"
dorny/test-reporter,"Testing,Reporting","Testing,Reporting"
jpmcb/prow-github-actions,"Project management,Continuous integration","Utilities,Dependency management"
dangoslen/changelog-enforcer,"Project management,Utilities","Continuous integration,Utilities"
terraform-linters/setup-tflint,"Code quality,Utilities","Utilities,Deployment"
mamba-org/provision-with-micromamba,"Dependency management,Continuous integration","Continuous integration,Code review"
lukka/set-shell-env,Utilities,"Continuous integration,Utilities"
repo-sync/github-sync,"Continuous integration,Utilities","Continuous integration,Open Source management"
styfle/cancel-workflow-action,"Testing,Continuous integration","Utilities,Continuous integration"
pypa/gh-action-pip-audit,"Dependency management,Security","Continuous integration,Dependency management"
ArtemSBulgakov/buildozer-action,"Publishing,Deployment","Continuous integration,Utilities"
damccorm/tag-ur-it,"Project management,Open Source management","Code quality,Continuous integration"
gleam-lang/setup-erlang,Continuous integration,"Code review,Code quality"
fregante/release-with-changelog,"Publishing,Utilities","Continuous integration,Project management"
kha7iq/pingme-action,"Reporting,Chat","Dependency management,Project management"
varunsridharan/action-wp-org-deploy,"Continuous integration,Deployment","Publishing,Deployment"
wow-actions/needs-more-info,"Support,Utilities","Utilities,Continuous integration"
julia-actions/setup-julia,"Continuous integration,Utilities","Utilities,Continuous integration"
nikeee/docfx-action,"Publishing,Deployment","Publishing,Project management"
actions/go-dependency-submission,"Dependency management,Security","Continuous integration,Utilities"
arma-actions/sqflint,Code quality,"Continuous integration,Code quality"
vsoch/pull-request-action,"Publishing,Deployment","Continuous integration,Code review"
Resnovas/label-mastermind,"Project management,Utilities","Code review,Publishing"
