project,actual,predicted
svenstaro/upload-release-action,"Publishing,Deployment","Publishing,Deployment"
DerJuulsn/todo-issue,"Project management,Utilities","Code review,Project management"
fluttercandies/no-free-usage-action,"Community,Project management","Utilities,Open Source management"
montudor/action-zip,"Deployment,Utilities","Continuous integration,Publishing"
andymckay/pycodestyle-action,Code review,"Code quality,Utilities"
danielchabr/pr-labels-checker,"Continuous integration,Utilities","Project management,Code review"
skjnldsv/check-actor-permission,"Open Source management,Utilities","Open Source management,Utilities"
zyborg/gh-action-buildnum,"Continuous integration,Utilities","Utilities,Continuous integration"
sobolevn/misspell-fixer-action,"Localization,Utilities","Utilities,Open Source management"
theleagueof/fontship,"Publishing,Continuous integration","Continuous integration,Deployment"
Sniddl/discord-commits,"Chat,Project management","Utilities,Chat"
coverallsapp/github-action,"Code review,Code quality","Continuous integration,Testing"
JamesIves/github-pages-deploy-action,"Publishing,Deployment","Deployment,Publishing"
jakejarvis/s3-sync-action,"Deployment,Utilities","Deployment,Publishing"
rtCamp/action-slack-notify,"Reporting,Chat","Chat,API management"
leafo/gh-actions-luarocks,"Continuous integration,Utilities","Utilities,Dependency management"
zzzze/webhook-trigger,"Reporting,Chat","Chat,Reporting"
pullpreview/action,"Code review,Continuous integration","Utilities,Project management"
potiuk/cancel-workflow-runs,"Continuous integration,Utilities","Testing,Continuous integration"
alex-page/blazing-fast-gh-pages-deploy,"Publishing,Deployment","Deployment,Publishing"
Xotabu4/send-to-allure-server-action,"Testing,Reporting","Chat,Reporting"
pullreminders/slack-action,"Chat,Continuous integration","Chat,Reporting"
Swatinem/rust-cache,"Dependency management,Utilities","Continuous integration,Dependency management"
fennecdjay/gwion-action,"Continuous integration,Utilities","Continuous integration,Utilities"
niden/actions-memcached,Container CI,"Deployment,Container CI"
wizhi/setup-buf,"Code quality,Continuous integration","Continuous integration,Utilities"
samuelmeuli/action-snapcraft,"Dependency management,Publishing","Continuous integration,Deployment"
tim-actions/commit-body-check,"Code review,Continuous integration","Code review,Utilities"
Klemensas/action-autotag,"Publishing,Deployment","Continuous integration,Code quality"
