project,actual,predicted
AkhileshNS/heroku-deploy,"Publishing,Deployment","Deployment,Utilities"
tibdex/github-app-token,"Continuous integration,Utilities","Security,Deployment"
andrewiggins/download-base-artifact,"Continuous integration,Utilities","Continuous integration,Utilities"
pullreminders/slack-action,"Chat,Continuous integration","Chat,Continuous integration"
mislav/bump-homebrew-formula-action,"Publishing,Open Source management","Utilities,Publishing"
hyperledger-tooling/github-contributors-action,"Community,Open Source management","Code quality,Code review"
miloserdow/capistrano-deploy,"Continuous integration,Deployment","Deployment,Testing"
peter-evans/repository-dispatch,"Continuous integration,Utilities","Utilities,Open Source management"
trilom/file-changes-action,"Code review,Utilities","Utilities,Continuous integration"
ibiqlik/action-yamllint,"Testing,Code quality","Code quality,Continuous integration"
fennecdjay/gwion-action,"Continuous integration,Utilities","Continuous integration,Publishing"
aws-actions/amazon-ecr-login,"Continuous integration,Deployment","Deployment,Container CI"
Namchee/conventional-pr,"Project management,Open Source management","Deployment,Utilities"
jetli/trunk-action,"Continuous integration,Deployment","Continuous integration,Deployment"
homoluctus/slatify,Chat,"Chat,Reporting"
technote-space/get-diff-action,Utilities,"Utilities,Code quality"
SeokminHong/pages-action,"Publishing,Deployment","Publishing,Deployment"
VeryGoodOpenSource/very_good_coverage,"Testing,Code quality","Code quality,Code review"
mvasigh/dispatch-action,"Continuous integration,Utilities","Utilities,Open Source management"
marocchino/sticky-pull-request-comment,"Code review,Continuous integration","Utilities,Open Source management"
plexsystems/container-structure-test-action,"Code review,Code quality","Continuous integration,Container CI"
garygrossgarten/github-action-ssh,"Continuous integration,Utilities","Deployment,Continuous integration"
jasongitmail/fast-webhook,"Deployment,Utilities","Chat,Reporting"
crystal-lang/install-crystal,"Testing,Continuous integration","Continuous integration,Testing"
ok-nick/setup-aftman,"Continuous integration,Utilities","Continuous integration,Deployment"
redhat-actions/push-to-registry,"Deployment,Container CI","Container CI,Utilities"
de-vri-es/setup-git-credentials,"Dependency management,Security","Continuous integration,Deployment"
dorny/test-reporter,"Testing,Reporting","Testing,Reporting"
sudo-bot/action-scrutinizer,"Reporting,Utilities","Code quality,Code review"
Ilshidur/action-discord,"Chat,Desktop tools","Chat,Utilities"
axel-op/googlejavaformat-action,"Code quality,Continuous integration","Code quality,Code review"
m19c/action-lerna,"Project management,Utilities","Continuous integration,Code quality"
imciner2/run-lcov,"Code quality,Continuous integration","Code quality,Code review"
saadmk11/changelog-ci,"Project management,Continuous integration","Utilities,Publishing"
ciiiii/toml-editor,"Deployment,Utilities","Utilities,Deployment"
StephanThierry/ftp-delete-action,"Deployment,Utilities","Deployment,Publishing"
lra/setup-kubeval,"Continuous integration,Utilities","Continuous integration,Utilities"
duderman/rubocop-annotate-action,"Code quality,Continuous integration","Code quality,Code review"
